,subject,age_group_x,roi,triplet,comparison,within_sim,across_sim,difference,trials,triplet_accuracy,avg_RT,avg_repetitions,age,sex,scanner
165,temple036,adolescent,sl-AC_age_hip,2,AC,0.1963183146954278,-0.006628021682631,0.2029463363780589,8,1.0,8.3939625,1.0,11.04,M,skyra
166,temple036,adolescent,sl-AC_age_hip,3,AC,-0.0378610291517544,0.1042109083058627,-0.1420719374576172,8,1.0,9.4795,1.125,11.04,M,skyra
167,temple036,adolescent,sl-AC_age_hip,4,AC,0.2517710145832865,0.0654315362004243,0.1863394783828621,8,1.0,8.16135,1.0,11.04,M,skyra
168,temple037,adult,sl-AB_age_gm,1,AB,0.3140993762522144,0.1140343095383383,0.200065066713876,8,1.0,7.7150875,1.0,24.39,F,skyra
169,temple037,adult,sl-AB_age_gm,2,AB,-0.0853211471956296,0.093870330598487,-0.1791914777941166,8,1.0,7.7567875,1.0,24.39,F,skyra
170,temple037,adult,sl-AB_age_gm,3,AB,0.122134036356548,0.0739001014669214,0.0482339348896266,8,1.0,7.263125,1.25,24.39,F,skyra
171,temple037,adult,sl-AB_age_gm,4,AB,-0.0477803806763808,0.0415009209198898,-0.0892813015962707,8,1.0,8.0418375,1.0,24.39,F,skyra
172,temple037,adult,sl-AB_group_hip,1,AB,0.2393017718699328,-0.1171948591567676,0.3564966310267005,8,1.0,7.7150875,1.0,24.39,F,skyra
173,temple037,adult,sl-AB_group_hip,2,AB,-0.2704543472800879,0.0067662883232124,-0.2772206356033003,8,1.0,7.7567875,1.0,24.39,F,skyra
174,temple037,adult,sl-AB_group_hip,3,AB,0.1676618345132793,-0.1600553028342783,0.3277171373475577,8,1.0,7.263125,1.25,24.39,F,skyra
175,temple037,adult,sl-AB_group_hip,4,AB,0.1147637281030091,0.0235218526373957,0.0912418754656133,8,1.0,8.0418375,1.0,24.39,F,skyra
176,temple037,adult,sl-AC_age_hip,1,AC,0.0152059001661125,-0.0801745515722586,0.0953804517383712,8,1.0,7.7150875,1.0,24.39,F,skyra
177,temple037,adult,sl-AC_age_hip,2,AC,0.3136366138924861,0.1728965106444327,0.1407401032480534,8,1.0,7.7567875,1.0,24.39,F,skyra
178,temple037,adult,sl-AC_age_hip,3,AC,0.3692005372988623,-0.0057349231390445,0.3749354604379068,8,1.0,7.263125,1.25,24.39,F,skyra
179,temple037,adult,sl-AC_age_hip,4,AC,0.2367149639667559,0.0640524864526104,0.1726624775141455,8,1.0,8.0418375,1.0,24.39,F,skyra
180,temple038,adolescent,sl-AB_age_gm,1,AB,-0.1606501547172566,0.0565526606730071,-0.2172028153902637,8,0.875,8.418875,1.0,12.19,M,skyra
181,temple038,adolescent,sl-AB_age_gm,2,AB,-0.2888992706166938,0.0100598080268507,-0.2989590786435445,8,1.0,8.235325,1.0,12.19,M,skyra
182,temple038,adolescent,sl-AB_age_gm,3,AB,-0.2282294516217323,-0.0529163107298421,-0.1753131408918902,8,0.5,8.2752,1.0,12.19,M,skyra
183,temple038,adolescent,sl-AB_age_gm,4,AB,0.1075883496933555,0.1102143503184817,-0.0026260006251262,8,0.25,8.990125,1.0,12.19,M,skyra
184,temple038,adolescent,sl-AB_group_hip,1,AB,0.0978503380553809,-0.5151903127823058,0.6130406508376867,8,0.875,8.418875,1.0,12.19,M,skyra
185,temple038,adolescent,sl-AB_group_hip,2,AB,-0.0962937442347168,-0.1866801363433861,0.0903863921086693,8,1.0,8.235325,1.0,12.19,M,skyra
186,temple038,adolescent,sl-AB_group_hip,3,AB,-0.7841863124101858,-0.4922075557664738,-0.2919787566437119,8,0.5,8.2752,1.0,12.19,M,skyra
187,temple038,adolescent,sl-AB_group_hip,4,AB,-0.4509065199145932,-0.4898542867454624,0.0389477668308692,8,0.25,8.990125,1.0,12.19,M,skyra
188,temple038,adolescent,sl-AC_age_hip,1,AC,0.057085310806665,0.0910032756520988,-0.0339179648454338,8,0.875,8.418875,1.0,12.19,M,skyra
189,temple038,adolescent,sl-AC_age_hip,2,AC,0.0257594281850394,0.0775698327523888,-0.0518104045673494,8,1.0,8.235325,1.0,12.19,M,skyra
190,temple038,adolescent,sl-AC_age_hip,3,AC,0.332716554071951,0.0107641376573698,0.3219524164145811,8,0.5,8.2752,1.0,12.19,M,skyra
191,temple038,adolescent,sl-AC_age_hip,4,AC,0.0481114705680601,0.0867921705924269,-0.0386807000243667,8,0.25,8.990125,1.0,12.19,M,skyra
192,temple041,child,sl-AB_age_gm,1,AB,-0.0467431682845745,-0.0163900316129592,-0.0303531366716153,8,0.375,8.8552875,1.0,7.9,F,skyra
193,temple041,child,sl-AB_age_gm,2,AB,-0.5663541163965858,-0.1346308262403972,-0.4317232901561886,8,0.625,8.0912375,1.125,7.9,F,skyra
194,temple041,child,sl-AB_age_gm,3,AB,-0.0101903360059417,-0.0283649386861479,0.0181746026802062,8,0.25,7.8895625,1.0,7.9,F,skyra
195,temple041,child,sl-AB_age_gm,4,AB,0.0999018722823189,-0.0298173839389342,0.1297192562212531,8,0.5,7.8272625,1.0,7.9,F,skyra
196,temple041,child,sl-AB_group_hip,1,AB,0.0979657472008657,0.0303748802182451,0.0675908669826205,8,0.375,8.8552875,1.0,7.9,F,skyra
197,temple041,child,sl-AB_group_hip,2,AB,0.2575136415138047,-0.02622127026797,0.2837349117817748,8,0.625,8.0912375,1.125,7.9,F,skyra
198,temple041,child,sl-AB_group_hip,3,AB,-0.168241370699185,-0.1209475349379392,-0.0472938357612457,8,0.25,7.8895625,1.0,7.9,F,skyra
199,temple041,child,sl-AB_group_hip,4,AB,-0.0891473055786132,-0.0450493250229395,-0.0440979805556736,8,0.5,7.8272625,1.0,7.9,F,skyra
200,temple041,child,sl-AC_age_hip,1,AC,-0.0389653060269345,-0.0378275915753862,-0.0011377144515482,8,0.375,8.8552875,1.0,7.9,F,skyra
201,temple041,child,sl-AC_age_hip,2,AC,0.0887270931821224,-0.0874242944938431,0.1761513876759656,8,0.625,8.0912375,1.125,7.9,F,skyra
202,temple041,child,sl-AC_age_hip,3,AC,-0.1594339248266575,-0.0039230479306438,-0.1555108768960136,8,0.25,7.8895625,1.0,7.9,F,skyra
203,temple041,child,sl-AC_age_hip,4,AC,0.1343896891853135,-0.1329368160175563,0.2673265052028698,8,0.5,7.8272625,1.0,7.9,F,skyra
204,temple042,adolescent,sl-AB_age_gm,1,AB,-0.0808219081041789,-0.0540572965758514,-0.0267646115283275,8,0.875,8.9982,1.0,12.19,M,skyra
205,temple042,adolescent,sl-AB_age_gm,2,AB,0.0522481820440561,0.0543141026568136,-0.0020659206127575,8,0.875,9.170375,1.125,12.19,M,skyra
206,temple042,adolescent,sl-AB_age_gm,3,AB,-0.4239120646657178,-0.0524964181778695,-0.3714156464878482,8,1.0,8.778925,1.0,12.19,M,skyra
207,temple042,adolescent,sl-AB_age_gm,4,AB,-0.0220335258694308,-0.0503794959847541,0.0283459701153232,8,1.0,9.296075,1.5,12.19,M,skyra
208,temple042,adolescent,sl-AB_group_hip,1,AB,0.1759744124051285,0.1177851740086757,0.0581892383964527,8,0.875,8.9982,1.0,12.19,M,skyra
209,temple042,adolescent,sl-AB_group_hip,2,AB,0.064324414349983,-0.0088289081762747,0.0731533225262578,8,0.875,9.170375,1.125,12.19,M,skyra
210,temple042,adolescent,sl-AB_group_hip,3,AB,-0.1025033957263367,0.0385463780154949,-0.1410497737418317,8,1.0,8.778925,1.0,12.19,M,skyra
211,temple042,adolescent,sl-AB_group_hip,4,AB,0.1883764094689407,0.0170945068455134,0.1712819026234273,8,1.0,9.296075,1.5,12.19,M,skyra
212,temple042,adolescent,sl-AC_age_hip,1,AC,0.2277842246090638,-0.1012976343334584,0.3290818589425223,8,0.875,8.9982,1.0,12.19,M,skyra
213,temple042,adolescent,sl-AC_age_hip,2,AC,0.0351053083165077,-0.0479148865477087,0.0830201948642165,8,0.875,9.170375,1.125,12.19,M,skyra
214,temple042,adolescent,sl-AC_age_hip,3,AC,-0.18898473494479,-0.1140487577464914,-0.0749359771982986,8,1.0,8.778925,1.0,12.19,M,skyra
215,temple042,adolescent,sl-AC_age_hip,4,AC,0.0119295210289165,-0.0621897254507925,0.0741192464797091,8,1.0,9.296075,1.5,12.19,M,skyra
216,temple045,adolescent,sl-AB_age_gm,1,AB,-0.2288781682249588,0.0804158128647852,-0.3092939810897441,8,0.875,9.0174125,1.125,12.57,F,skyra
217,temple045,adolescent,sl-AB_age_gm,2,AB,0.1200376092076033,0.0913465750794286,0.0286910341281746,8,1.0,9.359925,1.0,12.57,F,skyra
218,temple045,adolescent,sl-AB_age_gm,3,AB,0.0887950644576769,0.1124818775841238,-0.0236868131264468,8,0.0,9.4515625,1.25,12.57,F,skyra
219,temple045,adolescent,sl-AB_age_gm,4,AB,0.2591768347519187,0.1208471883295927,0.1383296464223259,8,0.5,8.909575,1.0,12.57,F,skyra
220,temple045,adolescent,sl-AB_group_hip,1,AB,-0.0430985567450151,0.0663289369373422,-0.1094274936823573,8,0.875,9.0174125,1.125,12.57,F,skyra
221,temple045,adolescent,sl-AB_group_hip,2,AB,0.057381350326026,0.0442780336361575,0.0131033166898684,8,1.0,9.359925,1.0,12.57,F,skyra
222,temple045,adolescent,sl-AB_group_hip,3,AB,-0.1931893405806607,-0.0163619823726029,-0.1768273582080577,8,0.0,9.4515625,1.25,12.57,F,skyra
223,temple045,adolescent,sl-AB_group_hip,4,AB,0.0775333727544621,-0.0475387324835731,0.1250721052380352,8,0.5,8.909575,1.0,12.57,F,skyra
224,temple045,adolescent,sl-AC_age_hip,1,AC,0.4556143247376761,0.1211133209328284,0.3345010038048476,8,0.875,9.0174125,1.125,12.57,F,skyra
225,temple045,adolescent,sl-AC_age_hip,2,AC,-0.0380855649770578,0.3171726836883582,-0.355258248665416,8,1.0,9.359925,1.0,12.57,F,skyra
226,temple045,adolescent,sl-AC_age_hip,3,AC,0.3064919153003242,0.2096514168641104,0.0968404984362137,8,0.0,9.4515625,1.25,12.57,F,skyra
227,temple045,adolescent,sl-AC_age_hip,4,AC,0.294637005714511,0.2567972919502537,0.0378397137642572,8,0.5,8.909575,1.0,12.57,F,skyra
228,temple050,adult,sl-AB_age_gm,1,AB,-0.2783770522709812,-0.0931143055110558,-0.1852627467599253,8,1.0,5.98855,1.125,34.98,M,skyra
229,temple050,adult,sl-AB_age_gm,2,AB,-0.076336659020975,-0.1957996329969874,0.1194629739760123,8,1.0,7.835325,1.0,34.98,M,skyra
230,temple050,adult,sl-AB_age_gm,3,AB,-0.0590626825096104,-0.1472479488638987,0.0881852663542883,8,1.0,6.0540375,1.0,34.98,M,skyra
231,temple050,adult,sl-AB_age_gm,4,AB,-0.038922750684496,-0.11282249923637,0.0738997485518739,8,1.0,5.71925,1.0,34.98,M,skyra
232,temple050,adult,sl-AB_group_hip,1,AB,0.2494969091978602,0.3757114225000335,-0.1262145133021732,8,1.0,5.98855,1.125,34.98,M,skyra
233,temple050,adult,sl-AB_group_hip,2,AB,0.0379502159301768,0.4108115574705857,-0.3728613415404088,8,1.0,7.835325,1.0,34.98,M,skyra
234,temple050,adult,sl-AB_group_hip,3,AB,0.3215346895465854,0.4405965319751014,-0.119061842428516,8,1.0,6.0540375,1.0,34.98,M,skyra
235,temple050,adult,sl-AB_group_hip,4,AB,-0.0433412857248978,0.3148712777177599,-0.3582125634426577,8,1.0,5.71925,1.0,34.98,M,skyra
236,temple050,adult,sl-AC_age_hip,1,AC,0.1690183320008873,0.1468549830407523,0.022163348960135,8,1.0,5.98855,1.125,34.98,M,skyra
237,temple050,adult,sl-AC_age_hip,2,AC,0.1007821574669501,0.2076232943768212,-0.106841136909871,8,1.0,7.835325,1.0,34.98,M,skyra
238,temple050,adult,sl-AC_age_hip,3,AC,-0.1312068896455785,0.1394456983363375,-0.270652587981916,8,1.0,6.0540375,1.0,34.98,M,skyra
239,temple050,adult,sl-AC_age_hip,4,AC,-0.0196569237402576,0.1051977739058408,-0.1248546976460985,8,1.0,5.71925,1.0,34.98,M,skyra
240,temple051,adolescent,sl-AB_age_gm,1,AB,-0.2076340224374583,-0.0334651995681296,-0.1741688228693286,8,1.0,7.48415,1.0,10.71,F,skyra
241,temple051,adolescent,sl-AB_age_gm,2,AB,-0.0940812976160049,0.0340892864545169,-0.1281705840705218,8,0.875,5.076625,1.0,10.71,F,skyra
242,temple051,adolescent,sl-AB_age_gm,3,AB,0.1111462840290941,-0.050921111750686,0.1620673957797802,8,0.625,6.6358,1.125,10.71,F,skyra
243,temple051,adolescent,sl-AB_age_gm,4,AB,0.3929480068805495,0.1089464268145341,0.2840015800660154,8,0.75,5.4577,1.0,10.71,F,skyra
244,temple051,adolescent,sl-AB_group_hip,1,AB,-0.157574027978745,0.0626151549935976,-0.2201891829723426,8,1.0,7.48415,1.0,10.71,F,skyra
245,temple051,adolescent,sl-AB_group_hip,2,AB,-0.1437690253363801,-0.0617175682782962,-0.0820514570580839,8,0.875,5.076625,1.0,10.71,F,skyra
246,temple051,adolescent,sl-AB_group_hip,3,AB,-0.4876276621220883,-0.218153618340008,-0.2694740437820804,8,0.625,6.6358,1.125,10.71,F,skyra
247,temple051,adolescent,sl-AB_group_hip,4,AB,-0.2169869485318095,-0.1836796999135251,-0.0333072486182844,8,0.75,5.4577,1.0,10.71,F,skyra
248,temple051,adolescent,sl-AC_age_hip,1,AC,0.1668001626416926,0.1726366921230319,-0.0058365294813392,8,1.0,7.48415,1.0,10.71,F,skyra
249,temple051,adolescent,sl-AC_age_hip,2,AC,0.5984372629398627,0.2633023840038974,0.3351348789359653,8,0.875,5.076625,1.0,10.71,F,skyra
250,temple051,adolescent,sl-AC_age_hip,3,AC,0.1902421982317994,0.1038655541069776,0.0863766441248218,8,0.625,6.6358,1.125,10.71,F,skyra
251,temple051,adolescent,sl-AC_age_hip,4,AC,0.0909829323283535,0.2321768892855809,-0.1411939569572273,8,0.75,5.4577,1.0,10.71,F,skyra
252,temple053,child,sl-AB_age_gm,1,AB,-0.0392796674642128,0.0092836163343868,-0.0485632837985997,8,1.0,7.9044,1.25,9.33,M,skyra
253,temple053,child,sl-AB_age_gm,2,AB,-0.1560559163498991,0.0421894514378151,-0.1982453677877142,8,0.875,7.99225,1.125,9.33,M,skyra
254,temple053,child,sl-AB_age_gm,3,AB,0.217468559373682,0.00262665204932,0.2148419073243619,8,0.75,7.9925625,1.375,9.33,M,skyra
255,temple053,child,sl-AB_age_gm,4,AB,0.1635185229389461,0.0262998969916851,0.1372186259472609,8,0.875,7.4450125,1.125,9.33,M,skyra
256,temple053,child,sl-AB_group_hip,1,AB,0.2332316106616589,0.106531952357583,0.1266996583040759,8,1.0,7.9044,1.25,9.33,M,skyra
257,temple053,child,sl-AB_group_hip,2,AB,0.1761040656615843,0.2519155385319612,-0.0758114728703769,8,0.875,7.99225,1.125,9.33,M,skyra
258,temple053,child,sl-AB_group_hip,3,AB,-0.1835729480169218,0.1419845486105878,-0.3255574966275096,8,0.75,7.9925625,1.375,9.33,M,skyra
259,temple053,child,sl-AB_group_hip,4,AB,0.371800087469007,0.151689616621626,0.220110470847381,8,0.875,7.4450125,1.125,9.33,M,skyra
260,temple053,child,sl-AC_age_hip,1,AC,0.1178611917584259,0.0431135303713255,0.0747476613871003,8,1.0,7.9044,1.25,9.33,M,skyra
261,temple053,child,sl-AC_age_hip,2,AC,-0.0200767179788998,0.0834542155848831,-0.103530933563783,8,0.875,7.99225,1.125,9.33,M,skyra
262,temple053,child,sl-AC_age_hip,3,AC,0.0985277538457049,-0.0672833336045617,0.1658110874502666,8,0.75,7.9925625,1.375,9.33,M,skyra
263,temple053,child,sl-AC_age_hip,4,AC,0.1243877628513088,0.0822729260204578,0.042114836830851,8,0.875,7.4450125,1.125,9.33,M,skyra
264,temple056,adult,sl-AB_age_gm,1,AB,0.1828013758723593,-0.0045114964352156,0.187312872307575,8,0.625,10.3624375,1.125,18.47,M,prisma
265,temple056,adult,sl-AB_age_gm,2,AB,0.3276861909180237,0.0275377418685999,0.3001484490494238,8,0.625,10.392175,1.25,18.47,M,prisma
266,temple056,adult,sl-AB_age_gm,3,AB,-0.4509797845543071,-0.0898602722477086,-0.3611195123065985,8,0.375,10.5494,1.25,18.47,M,prisma
267,temple056,adult,sl-AB_age_gm,4,AB,-0.0914913595175669,-0.0679067219115558,-0.023584637606011,8,0.75,10.2771125,1.625,18.47,M,prisma
268,temple056,adult,sl-AB_group_hip,1,AB,0.0852260368376756,-0.0401841950980981,0.1254102319357737,8,0.625,10.3624375,1.125,18.47,M,prisma
269,temple056,adult,sl-AB_group_hip,2,AB,-0.0020637506268801,-0.0632462254125457,0.0611824747856655,8,0.625,10.392175,1.25,18.47,M,prisma
270,temple056,adult,sl-AB_group_hip,3,AB,-0.2760806235945837,-0.0628587380301062,-0.2132218855644774,8,0.375,10.5494,1.25,18.47,M,prisma
271,temple056,adult,sl-AB_group_hip,4,AB,0.0535081682830636,-0.038178899305941,0.0916870675890047,8,0.75,10.2771125,1.625,18.47,M,prisma
272,temple056,adult,sl-AC_age_hip,1,AC,0.1156702747226417,0.076855816721396,0.0388144580012456,8,0.625,10.3624375,1.125,18.47,M,prisma
273,temple056,adult,sl-AC_age_hip,2,AC,-0.266981418040089,-0.0180612289844176,-0.2489201890556714,8,0.625,10.392175,1.25,18.47,M,prisma
274,temple056,adult,sl-AC_age_hip,3,AC,-0.057848499266971,0.0461439184155269,-0.1039924176824979,8,0.375,10.5494,1.25,18.47,M,prisma
275,temple056,adult,sl-AC_age_hip,4,AC,0.3803042439439972,0.0744610401515246,0.3058432037924726,8,0.75,10.2771125,1.625,18.47,M,prisma
276,temple057,adult,sl-AB_age_gm,1,AB,-0.0940629305129761,-0.1208885779758134,0.0268256474628373,8,0.625,9.6335375,1.125,20.61,F,prisma
277,temple057,adult,sl-AB_age_gm,2,AB,-0.471034782752909,-0.1379731991783169,-0.3330615835745921,8,0.5,9.39785,1.0,20.61,F,prisma
278,temple057,adult,sl-AB_age_gm,3,AB,-0.2934326260854409,-0.2785638167326739,-0.014868809352767,8,0.75,9.698475,1.0,20.61,F,prisma
279,temple057,adult,sl-AB_age_gm,4,AB,0.0527549215575377,0.0266175475138737,0.026137374043664,8,0.625,9.5112625,1.0,20.61,F,prisma
280,temple057,adult,sl-AB_group_hip,1,AB,-0.3672858932201873,-0.364874901182662,-0.0024109920375252,8,0.625,9.6335375,1.125,20.61,F,prisma
281,temple057,adult,sl-AB_group_hip,2,AB,0.0578106318530372,-0.1378670694273835,0.1956777012804208,8,0.5,9.39785,1.0,20.61,F,prisma
282,temple057,adult,sl-AB_group_hip,3,AB,-0.2168163169498151,-0.1246373920946172,-0.0921789248551979,8,0.75,9.698475,1.0,20.61,F,prisma
283,temple057,adult,sl-AB_group_hip,4,AB,0.1098865887391738,-0.1612443094018203,0.2711308981409942,8,0.625,9.5112625,1.0,20.61,F,prisma
284,temple057,adult,sl-AC_age_hip,1,AC,0.0859991046516416,-0.0306993533533939,0.1166984580050356,8,0.625,9.6335375,1.125,20.61,F,prisma
285,temple057,adult,sl-AC_age_hip,2,AC,-0.0432367123969113,0.0694891015216597,-0.1127258139185711,8,0.5,9.39785,1.0,20.61,F,prisma
286,temple057,adult,sl-AC_age_hip,3,AC,-0.3086134685637944,-0.0809720268038206,-0.2276414417599738,8,0.75,9.698475,1.0,20.61,F,prisma
287,temple057,adult,sl-AC_age_hip,4,AC,-0.1296590709054377,-0.0375468730111036,-0.0921121978943341,8,0.625,9.5112625,1.0,20.61,F,prisma
288,temple058,adult,sl-AB_age_gm,1,AB,0.0758337935814837,0.0640532955341412,0.0117804980473425,8,0.75,8.1027,1.125,21.49,F,prisma
289,temple058,adult,sl-AB_age_gm,2,AB,0.2069418443501291,0.0053776879501773,0.2015641563999518,8,0.625,7.808475,1.125,21.49,F,prisma
290,temple058,adult,sl-AB_age_gm,3,AB,0.6984444816928354,0.2149879211113421,0.4834565605814931,8,0.75,8.0547125,1.25,21.49,F,prisma
291,temple058,adult,sl-AB_age_gm,4,AB,-0.3480682221709558,0.0945816392928471,-0.442649861463803,8,0.75,8.0934625,1.125,21.49,F,prisma
292,temple058,adult,sl-AB_group_hip,1,AB,0.246736953143149,0.2764546967750669,-0.0297177436319178,8,0.75,8.1027,1.125,21.49,F,prisma
293,temple058,adult,sl-AB_group_hip,2,AB,0.2292439518411931,0.2705349538723122,-0.041291002031119,8,0.625,7.808475,1.125,21.49,F,prisma
294,temple058,adult,sl-AB_group_hip,3,AB,-0.0657264285179293,0.1544206041256976,-0.220147032643627,8,0.75,8.0547125,1.25,21.49,F,prisma
295,temple058,adult,sl-AB_group_hip,4,AB,-0.1090214649103713,0.0995784322226261,-0.2085998971329974,8,0.75,8.0934625,1.125,21.49,F,prisma
296,temple058,adult,sl-AC_age_hip,1,AC,0.2177547372286068,0.09075023484574,0.1270045023828667,8,0.75,8.1027,1.125,21.49,F,prisma
297,temple058,adult,sl-AC_age_hip,2,AC,-0.0486692509718539,0.2605373758804666,-0.3092066268523206,8,0.625,7.808475,1.125,21.49,F,prisma
298,temple058,adult,sl-AC_age_hip,3,AC,-0.1646572809456176,0.2427001365208777,-0.4073574174664953,8,0.75,8.0547125,1.25,21.49,F,prisma
299,temple058,adult,sl-AC_age_hip,4,AC,-0.3480515799517236,0.1420306847157927,-0.4900822646675163,8,0.75,8.0934625,1.125,21.49,F,prisma
300,temple059,adult,sl-AB_age_gm,1,AB,0.0311898486835172,0.0888906451448597,-0.0577007964613424,8,1.0,9.701075,1.25,20.26,F,prisma
301,temple059,adult,sl-AB_age_gm,2,AB,0.184333952164141,0.0455921393959825,0.1387418127681585,8,1.0,9.760275,1.0,20.26,F,prisma
302,temple059,adult,sl-AB_age_gm,3,AB,-0.0718486751581897,0.0262025744643202,-0.09805124962251,8,1.0,9.6942125,1.0,20.26,F,prisma
303,temple059,adult,sl-AB_age_gm,4,AB,0.2330726795813074,0.0436046029164529,0.1894680766648545,8,1.0,9.66105,1.25,20.26,F,prisma
304,temple059,adult,sl-AB_group_hip,1,AB,0.2687727163526129,0.1134559324578081,0.1553167838948047,8,1.0,9.701075,1.25,20.26,F,prisma
305,temple059,adult,sl-AB_group_hip,2,AB,-0.0712737750695344,0.0455482362597726,-0.116822011329307,8,1.0,9.760275,1.0,20.26,F,prisma
306,temple059,adult,sl-AB_group_hip,3,AB,0.0246011024978189,0.0445356649644139,-0.0199345624665949,8,1.0,9.6942125,1.0,20.26,F,prisma
307,temple059,adult,sl-AB_group_hip,4,AB,-0.0839229126118793,0.1653751456472537,-0.2492980582591331,8,1.0,9.66105,1.25,20.26,F,prisma
308,temple059,adult,sl-AC_age_hip,1,AC,-0.1262864413104991,-0.1758518095528358,0.0495653682423366,8,1.0,9.701075,1.25,20.26,F,prisma
309,temple059,adult,sl-AC_age_hip,2,AC,-0.0361918784430818,-0.0265608109737929,-0.0096310674692889,8,1.0,9.760275,1.0,20.26,F,prisma
310,temple059,adult,sl-AC_age_hip,3,AC,0.1607969317006751,-0.0069167143695676,0.1677136460702427,8,1.0,9.6942125,1.0,20.26,F,prisma
311,temple059,adult,sl-AC_age_hip,4,AC,-0.2807278328080267,-0.1190798630666215,-0.1616479697414052,8,1.0,9.66105,1.25,20.26,F,prisma
312,temple060,adolescent,sl-AB_age_gm,1,AB,0.0677363295931541,0.333046372746599,-0.2653100431534448,8,0.75,9.35005,1.375,10.07,M,prisma
313,temple060,adolescent,sl-AB_age_gm,2,AB,0.4387294431254419,0.3486824147224676,0.0900470284029743,8,0.375,9.3853875,1.5,10.07,M,prisma
314,temple060,adolescent,sl-AB_age_gm,3,AB,-0.0114214601481797,0.2543597839344728,-0.2657812440826526,8,0.5,9.9783,1.375,10.07,M,prisma
315,temple060,adolescent,sl-AB_age_gm,4,AB,0.4414065168583579,0.3589598585212377,0.0824466583371202,8,0.75,8.7368875,1.125,10.07,M,prisma
316,temple060,adolescent,sl-AB_group_hip,1,AB,-0.0600740727188701,0.1075055963192914,-0.1675796690381616,8,0.75,9.35005,1.375,10.07,M,prisma
317,temple060,adolescent,sl-AB_group_hip,2,AB,-0.1016191530793382,-0.0678593590864882,-0.03375979399285,8,0.375,9.3853875,1.5,10.07,M,prisma
318,temple060,adolescent,sl-AB_group_hip,3,AB,0.2778597584765604,0.1560424987653049,0.1218172597112554,8,0.5,9.9783,1.375,10.07,M,prisma
319,temple060,adolescent,sl-AB_group_hip,4,AB,-0.255510516768875,0.1055631582722926,-0.3610736750411676,8,0.75,8.7368875,1.125,10.07,M,prisma
320,temple060,adolescent,sl-AC_age_hip,1,AC,0.1820848571650171,0.1109234656189165,0.0711613915461006,8,0.75,9.35005,1.375,10.07,M,prisma
321,temple060,adolescent,sl-AC_age_hip,2,AC,-0.2219429788236681,0.0598144197317445,-0.2817573985554127,8,0.375,9.3853875,1.5,10.07,M,prisma
322,temple060,adolescent,sl-AC_age_hip,3,AC,-0.2590729699411285,0.1060776046580121,-0.3651505745991406,8,0.5,9.9783,1.375,10.07,M,prisma
323,temple060,adolescent,sl-AC_age_hip,4,AC,0.1432915423642038,0.0301917789626281,0.1130997634015756,8,0.75,8.7368875,1.125,10.07,M,prisma
324,temple063,adolescent,sl-AB_age_gm,1,AB,-0.0096832757352582,0.0248453301824347,-0.0345286059176929,8,1.0,5.5193375,1.125,10.72,F,prisma
325,temple063,adolescent,sl-AB_age_gm,2,AB,0.1220704516073744,0.0253308966888446,0.0967395549185298,8,0.625,8.1788875,1.0,10.72,F,prisma
326,temple063,adolescent,sl-AB_age_gm,3,AB,-0.0240223136102301,0.0383426120361998,-0.06236492564643,8,0.5,8.56995,1.0,10.72,F,prisma
327,temple063,adolescent,sl-AB_age_gm,4,AB,0.1993025251346379,0.0647286338937856,0.1345738912408522,8,1.0,8.981325,1.0,10.72,F,prisma
328,temple063,adolescent,sl-AB_group_hip,1,AB,0.1375942403261902,0.0396764466243192,0.097917793701871,8,1.0,5.5193375,1.125,10.72,F,prisma
329,temple063,adolescent,sl-AB_group_hip,2,AB,0.089899834448439,-0.148734205383539,0.238634039831978,8,0.625,8.1788875,1.0,10.72,F,prisma
330,temple063,adolescent,sl-AB_group_hip,3,AB,-0.045763596359283,-0.1552542731740503,0.1094906768147673,8,0.5,8.56995,1.0,10.72,F,prisma
331,temple063,adolescent,sl-AB_group_hip,4,AB,-0.2224560355080681,-0.1268514172961851,-0.0956046182118829,8,1.0,8.981325,1.0,10.72,F,prisma
332,temple063,adolescent,sl-AC_age_hip,1,AC,-0.1849361020923219,-0.2442012063722972,0.0592651042799753,8,1.0,5.5193375,1.125,10.72,F,prisma
333,temple063,adolescent,sl-AC_age_hip,2,AC,-0.4032508723512221,-0.1328846413848377,-0.2703662309663843,8,0.625,8.1788875,1.0,10.72,F,prisma
334,temple063,adolescent,sl-AC_age_hip,3,AC,-0.3450868191614871,-0.1300646884431609,-0.2150221307183261,8,0.5,8.56995,1.0,10.72,F,prisma
335,temple063,adolescent,sl-AC_age_hip,4,AC,-0.4684435728305435,0.146746199957014,-0.6151897727875576,8,1.0,8.981325,1.0,10.72,F,prisma
336,temple064,child,sl-AB_age_gm,1,AB,0.0742216249637665,0.076370726051234,-0.0021491010874675,8,0.5,7.1746,1.375,7.36,M,prisma
337,temple064,child,sl-AB_age_gm,2,AB,-0.1581935168671847,0.084468349848729,-0.2426618667159137,8,0.375,8.5996875,1.0,7.36,M,prisma
338,temple064,child,sl-AB_age_gm,3,AB,-0.0301750570151811,0.064908327925733,-0.0950833849409141,8,0.75,8.6115,1.125,7.36,M,prisma
339,temple064,child,sl-AB_age_gm,4,AB,0.3128135289603495,0.1450731532405674,0.167740375719782,8,0.25,8.3435375,1.125,7.36,M,prisma
340,temple064,child,sl-AB_group_hip,1,AB,0.1145659209134652,0.0490435490017389,0.0655223719117262,8,0.5,7.1746,1.375,7.36,M,prisma
