,subject,age_group_x,roi,triplet,comparison,within_sim,across_sim,difference,trials,triplet_accuracy,avg_RT,avg_repetitions,age,sex,scanner
341,temple064,child,sl-AB_group_hip,2,AB,0.0727436779137488,-0.0615982095595368,0.1343418874732857,8,0.375,8.5996875,1.0,7.36,M,prisma
342,temple064,child,sl-AB_group_hip,3,AB,0.6630567953762407,-0.0264340892539269,0.6894908846301677,8,0.75,8.6115,1.125,7.36,M,prisma
343,temple064,child,sl-AB_group_hip,4,AB,0.3230328535329161,-0.0482932006988511,0.3713260542317672,8,0.25,8.3435375,1.125,7.36,M,prisma
344,temple064,child,sl-AC_age_hip,1,AC,0.3259047077462884,0.1951057686834872,0.1307989390628011,8,0.5,7.1746,1.375,7.36,M,prisma
345,temple064,child,sl-AC_age_hip,2,AC,0.441140967573486,0.1751435338531347,0.2659974337203513,8,0.375,8.5996875,1.0,7.36,M,prisma
346,temple064,child,sl-AC_age_hip,3,AC,-0.3557770256954133,0.0771285813833073,-0.4329056070787207,8,0.75,8.6115,1.125,7.36,M,prisma
347,temple064,child,sl-AC_age_hip,4,AC,0.0250033444970554,0.0508584919598035,-0.025855147462748,8,0.25,8.3435375,1.125,7.36,M,prisma
348,temple065,child,sl-AB_age_gm,1,AB,0.1024489772885182,0.1277224637917729,-0.0252734865032547,8,0.625,9.8956625,1.0,9.45,F,prisma
349,temple065,child,sl-AB_age_gm,2,AB,0.0552620832467258,0.135361067001491,-0.0800989837547652,8,0.375,9.9525125,1.125,9.45,F,prisma
350,temple065,child,sl-AB_age_gm,3,AB,0.0389250436589795,0.1076564115703028,-0.0687313679113233,8,0.375,8.628525,1.25,9.45,F,prisma
351,temple065,child,sl-AB_age_gm,4,AB,-0.0929759443317399,0.0447819560728715,-0.1377579004046115,8,0.375,9.584675,1.0,9.45,F,prisma
352,temple065,child,sl-AB_group_hip,1,AB,-0.160301450319029,-0.2474875363627769,0.0871860860437479,8,0.625,9.8956625,1.0,9.45,F,prisma
353,temple065,child,sl-AB_group_hip,2,AB,-0.0467525053773127,-0.2971198519627387,0.250367346585426,8,0.375,9.9525125,1.125,9.45,F,prisma
354,temple065,child,sl-AB_group_hip,3,AB,0.5626254984324603,-0.0280988915116404,0.5907243899441008,8,0.375,8.628525,1.25,9.45,F,prisma
355,temple065,child,sl-AB_group_hip,4,AB,0.2384871873652095,-0.0498040363041844,0.2882912236693939,8,0.375,9.584675,1.0,9.45,F,prisma
356,temple065,child,sl-AC_age_hip,1,AC,0.2376037062656651,-0.1007315784752021,0.3383352847408672,8,0.625,9.8956625,1.0,9.45,F,prisma
357,temple065,child,sl-AC_age_hip,2,AC,0.0246557029065539,-0.1394729319929456,0.1641286348994996,8,0.375,9.9525125,1.125,9.45,F,prisma
358,temple065,child,sl-AC_age_hip,3,AC,-0.1704019939654631,-0.0126059217685082,-0.1577960721969548,8,0.375,8.628525,1.25,9.45,F,prisma
359,temple065,child,sl-AC_age_hip,4,AC,0.0712850614223983,-0.1600698192362427,0.231354880658641,8,0.375,9.584675,1.0,9.45,F,prisma
360,temple066,child,sl-AB_age_gm,1,AB,-0.1327429159574771,-0.208535476136612,0.0757925601791349,8,0.5,8.372725,1.0,9.97,F,prisma
361,temple066,child,sl-AB_age_gm,2,AB,-0.2456148690552296,-0.1934765610504064,-0.0521383080048232,8,0.625,8.2631875,1.0,9.97,F,prisma
362,temple066,child,sl-AB_age_gm,3,AB,-0.4714656608345344,-0.2552412301363912,-0.2162244306981432,8,0.875,5.531325,1.0,9.97,F,prisma
363,temple066,child,sl-AB_age_gm,4,AB,-0.0780617248367954,-0.071000608339305,-0.0070611164974904,8,1.0,7.8515375,1.25,9.97,F,prisma
364,temple066,child,sl-AB_group_hip,1,AB,0.0916890997598158,0.1541277411968803,-0.0624386414370644,8,0.5,8.372725,1.0,9.97,F,prisma
365,temple066,child,sl-AB_group_hip,2,AB,-0.0994586073459438,0.0569463981290499,-0.1564050054749937,8,0.625,8.2631875,1.0,9.97,F,prisma
366,temple066,child,sl-AB_group_hip,3,AB,0.0998475811974864,0.001444636695085,0.0984029445024014,8,0.875,5.531325,1.0,9.97,F,prisma
367,temple066,child,sl-AB_group_hip,4,AB,0.5885283922707728,0.05252718981349,0.5360012024572828,8,1.0,7.8515375,1.25,9.97,F,prisma
368,temple066,child,sl-AC_age_hip,1,AC,-0.3667163296834402,-0.2286017751175371,-0.1381145545659031,8,0.5,8.372725,1.0,9.97,F,prisma
369,temple066,child,sl-AC_age_hip,2,AC,-0.1470902054199904,-0.1375284596379673,-0.009561745782023,8,0.625,8.2631875,1.0,9.97,F,prisma
370,temple066,child,sl-AC_age_hip,3,AC,0.2466758207419964,-0.0719786779953525,0.3186544987373489,8,0.875,5.531325,1.0,9.97,F,prisma
371,temple066,child,sl-AC_age_hip,4,AC,-0.0245202346447643,-0.2017080389983511,0.1771878043535867,8,1.0,7.8515375,1.25,9.97,F,prisma
372,temple068,child,sl-AB_age_gm,1,AB,-0.1336849020714988,-0.0252958152919802,-0.1083890867795185,8,0.75,9.0692375,1.125,9.76,M,prisma
373,temple068,child,sl-AB_age_gm,2,AB,-0.1122882124586741,-0.0494116109633645,-0.0628766014953096,8,0.5,9.038725,1.5,9.76,M,prisma
374,temple068,child,sl-AB_age_gm,3,AB,-0.0292358138744535,0.0225206598996843,-0.0517564737741379,8,0.375,9.0053375,1.125,9.76,M,prisma
375,temple068,child,sl-AB_age_gm,4,AB,-0.0666123984047335,-0.0621229932869495,-0.004489405117784,8,0.875,9.8878125,1.125,9.76,M,prisma
376,temple068,child,sl-AB_group_hip,1,AB,-0.0354009661363043,-0.412392849555404,0.3769918834190997,8,0.75,9.0692375,1.125,9.76,M,prisma
377,temple068,child,sl-AB_group_hip,2,AB,0.0496233092599254,-0.479831758966813,0.5294550682267385,8,0.5,9.038725,1.5,9.76,M,prisma
378,temple068,child,sl-AB_group_hip,3,AB,-0.3639211257730676,-0.3668608221618528,0.0029396963887852,8,0.375,9.0053375,1.125,9.76,M,prisma
379,temple068,child,sl-AB_group_hip,4,AB,-0.25126254862314,-0.3141041109544757,0.0628415623313357,8,0.875,9.8878125,1.125,9.76,M,prisma
380,temple068,child,sl-AC_age_hip,1,AC,0.2218171767778053,0.2215714506206992,0.0002457261571061,8,0.75,9.0692375,1.125,9.76,M,prisma
381,temple068,child,sl-AC_age_hip,2,AC,0.3299470030457227,0.1688125853882707,0.1611344176574519,8,0.5,9.038725,1.5,9.76,M,prisma
382,temple068,child,sl-AC_age_hip,3,AC,0.0439855510341525,0.1464701575471495,-0.1024846065129969,8,0.375,9.0053375,1.125,9.76,M,prisma
383,temple068,child,sl-AC_age_hip,4,AC,0.1705578798844539,0.0392317541935513,0.1313261256909026,8,0.875,9.8878125,1.125,9.76,M,prisma
384,temple069,child,sl-AB_age_gm,1,AB,-0.0389652689213574,0.0282479479281752,-0.0672132168495327,8,0.75,4.1190750000000005,1.0,9.67,M,prisma
385,temple069,child,sl-AB_age_gm,2,AB,0.0973462880836278,0.0163586112011507,0.080987676882477,8,0.25,6.0968,1.125,9.67,M,prisma
386,temple069,child,sl-AB_age_gm,3,AB,0.0716149885899368,0.0257275322911433,0.0458874562987934,8,0.875,4.9677375,1.0,9.67,M,prisma
387,temple069,child,sl-AB_age_gm,4,AB,0.0106588636357104,0.0289849378660023,-0.0183260742302919,8,0.125,5.0740125,1.0,9.67,M,prisma
388,temple069,child,sl-AB_group_hip,1,AB,-0.004318098815467,-0.1285608667374014,0.1242427679219344,8,0.75,4.1190750000000005,1.0,9.67,M,prisma
389,temple069,child,sl-AB_group_hip,2,AB,0.282527250704867,0.2054273652202974,0.0770998854845696,8,0.25,6.0968,1.125,9.67,M,prisma
390,temple069,child,sl-AB_group_hip,3,AB,0.2904862707307116,-0.0314743866239945,0.3219606573547061,8,0.875,4.9677375,1.0,9.67,M,prisma
391,temple069,child,sl-AB_group_hip,4,AB,-0.0300343988681773,0.0283350797371652,-0.0583694786053426,8,0.125,5.0740125,1.0,9.67,M,prisma
392,temple069,child,sl-AC_age_hip,1,AC,-0.1021386470957709,-0.0566538649048371,-0.0454847821909338,8,0.75,4.1190750000000005,1.0,9.67,M,prisma
393,temple069,child,sl-AC_age_hip,2,AC,0.0625355551270168,-0.1692246933011344,0.2317602484281513,8,0.25,6.0968,1.125,9.67,M,prisma
394,temple069,child,sl-AC_age_hip,3,AC,0.1130837703670935,-0.034550942497431,0.1476347128645246,8,0.875,4.9677375,1.0,9.67,M,prisma
395,temple069,child,sl-AC_age_hip,4,AC,-0.2398841641875426,-0.2295731670750259,-0.0103109971125167,8,0.125,5.0740125,1.0,9.67,M,prisma
396,temple070,child,sl-AB_age_gm,1,AB,0.1432395430816452,-0.0492455697795656,0.1924851128612108,8,0.75,9.8027,1.125,7.47,M,prisma
397,temple070,child,sl-AB_age_gm,2,AB,-0.1942113267616569,-0.1211469383302148,-0.0730643884314421,8,0.75,9.231575,1.0,7.47,M,prisma
398,temple070,child,sl-AB_age_gm,3,AB,-0.2142342462818221,-0.1313506073930701,-0.082883638888752,8,0.125,6.8125875,1.0,7.47,M,prisma
399,temple070,child,sl-AB_age_gm,4,AB,-0.0272139806156228,-0.1048438076907458,0.0776298270751229,8,0.375,7.9386875,1.25,7.47,M,prisma
400,temple070,child,sl-AB_group_hip,1,AB,-0.3438483649314101,-0.0754384057568606,-0.2684099591745495,8,0.75,9.8027,1.125,7.47,M,prisma
401,temple070,child,sl-AB_group_hip,2,AB,0.0728061464346386,0.0380650392359862,0.0347411071986523,8,0.75,9.231575,1.0,7.47,M,prisma
402,temple070,child,sl-AB_group_hip,3,AB,0.4651390992598145,-0.0701074926528462,0.5352465919126608,8,0.125,6.8125875,1.0,7.47,M,prisma
403,temple070,child,sl-AB_group_hip,4,AB,-0.0809079994555766,-0.1301599082986883,0.0492519088431116,8,0.375,7.9386875,1.25,7.47,M,prisma
404,temple070,child,sl-AC_age_hip,1,AC,-0.3433177032055338,-0.0559340989111509,-0.2873836042943829,8,0.75,9.8027,1.125,7.47,M,prisma
405,temple070,child,sl-AC_age_hip,2,AC,-0.3098201797054198,0.0419900526301278,-0.3518102323355477,8,0.75,9.231575,1.0,7.47,M,prisma
406,temple070,child,sl-AC_age_hip,3,AC,0.0970622888048214,0.0919890787747616,0.0050732100300597,8,0.125,6.8125875,1.0,7.47,M,prisma
407,temple070,child,sl-AC_age_hip,4,AC,0.0669827390691538,0.1965857484355944,-0.1296030093664406,8,0.375,7.9386875,1.25,7.47,M,prisma
408,temple071,adult,sl-AB_age_gm,1,AB,-0.0210058603639862,-0.0823083016910194,0.0613024413270332,8,1.0,8.44405,1.0,27.31,M,prisma
409,temple071,adult,sl-AB_age_gm,2,AB,0.0250318210751308,-0.1230615724106425,0.1480933934857734,8,1.0,9.2934625,1.25,27.31,M,prisma
410,temple071,adult,sl-AB_age_gm,3,AB,0.0278590852196585,-0.0646955521114237,0.0925546373310823,8,1.0,8.7654875,1.125,27.31,M,prisma
411,temple071,adult,sl-AB_age_gm,4,AB,0.1839545977408851,-0.0431186417023121,0.2270732394431973,8,1.0,9.3108125,1.0,27.31,M,prisma
412,temple071,adult,sl-AB_group_hip,1,AB,0.1289280977751119,-0.0364659142823652,0.1653940120574771,8,1.0,8.44405,1.0,27.31,M,prisma
413,temple071,adult,sl-AB_group_hip,2,AB,0.0633669635864064,-0.036885615633461,0.1002525792198675,8,1.0,9.2934625,1.25,27.31,M,prisma
414,temple071,adult,sl-AB_group_hip,3,AB,0.5641479742399477,0.1285999767470251,0.4355479974929225,8,1.0,8.7654875,1.125,27.31,M,prisma
415,temple071,adult,sl-AB_group_hip,4,AB,-0.1668886969269176,0.0210197565459019,-0.1879084534728196,8,1.0,9.3108125,1.0,27.31,M,prisma
416,temple071,adult,sl-AC_age_hip,1,AC,0.1949794976346552,0.0149533199063538,0.1800261777283013,8,1.0,8.44405,1.0,27.31,M,prisma
417,temple071,adult,sl-AC_age_hip,2,AC,-0.148904810320292,0.0748064605203252,-0.2237112708406173,8,1.0,9.2934625,1.25,27.31,M,prisma
418,temple071,adult,sl-AC_age_hip,3,AC,0.2008870551953044,0.065677800571538,0.1352092546237663,8,1.0,8.7654875,1.125,27.31,M,prisma
419,temple071,adult,sl-AC_age_hip,4,AC,0.2483702738709815,0.0705778473024249,0.1777924265685566,8,1.0,9.3108125,1.0,27.31,M,prisma
420,temple072,adult,sl-AB_age_gm,1,AB,-0.413698969902724,-0.1735656025986027,-0.2401333673041213,8,0.625,11.308225,1.0,19.53,F,prisma
421,temple072,adult,sl-AB_age_gm,2,AB,0.1221215844437236,0.0271496525443836,0.09497193189934,8,0.625,9.557825,1.25,19.53,F,prisma
422,temple072,adult,sl-AB_age_gm,3,AB,0.4529354514169637,-0.0913430415257906,0.5442784929427543,8,0.5,9.84055,1.0,19.53,F,prisma
423,temple072,adult,sl-AB_age_gm,4,AB,-0.1598801640801343,-0.0701112675084896,-0.0897688965716446,8,0.875,9.3300375,1.125,19.53,F,prisma
424,temple072,adult,sl-AB_group_hip,1,AB,-0.3650876557712267,-0.1589882356208415,-0.2060994201503852,8,0.625,11.308225,1.0,19.53,F,prisma
425,temple072,adult,sl-AB_group_hip,2,AB,0.160809915389823,-0.0267547426193765,0.1875646580091995,8,0.625,9.557825,1.25,19.53,F,prisma
426,temple072,adult,sl-AB_group_hip,3,AB,-0.0955753183856994,-0.1787207899980278,0.0831454716123283,8,0.5,9.84055,1.0,19.53,F,prisma
427,temple072,adult,sl-AB_group_hip,4,AB,-0.1117029524425025,-0.058407777204449,-0.0532951752380534,8,0.875,9.3300375,1.125,19.53,F,prisma
428,temple072,adult,sl-AC_age_hip,1,AC,-0.1110473812750253,-0.0083351221950671,-0.1027122590799581,8,0.625,11.308225,1.0,19.53,F,prisma
429,temple072,adult,sl-AC_age_hip,2,AC,0.0634049034800935,-0.0319579333004023,0.0953628367804959,8,0.625,9.557825,1.25,19.53,F,prisma
430,temple072,adult,sl-AC_age_hip,3,AC,-0.2825302489255947,-0.0527019473173705,-0.2298283016082242,8,0.5,9.84055,1.0,19.53,F,prisma
431,temple072,adult,sl-AC_age_hip,4,AC,-0.1573362212859175,-0.089156368538117,-0.0681798527478004,8,0.875,9.3300375,1.125,19.53,F,prisma
432,temple073,adult,sl-AB_age_gm,1,AB,-0.2982586587340764,-0.2080309151041743,-0.090227743629902,8,1.0,9.60495,1.25,32.17,M,prisma
433,temple073,adult,sl-AB_age_gm,2,AB,-0.343109452575121,-0.0516325533010939,-0.291476899274027,8,1.0,9.7205875,1.0,32.17,M,prisma
434,temple073,adult,sl-AB_age_gm,3,AB,0.132129711333812,-0.0305064843961272,0.1626361957299392,8,1.0,9.5921,1.0,32.17,M,prisma
435,temple073,adult,sl-AB_age_gm,4,AB,-0.1042224114553982,-0.183330265803416,0.0791078543480178,8,1.0,9.5993375,1.0,32.17,M,prisma
436,temple073,adult,sl-AB_group_hip,1,AB,-0.2569005404491051,-0.1347623078359031,-0.1221382326132019,8,1.0,9.60495,1.25,32.17,M,prisma
437,temple073,adult,sl-AB_group_hip,2,AB,0.2208059755402506,-0.1067941280024632,0.3276001035427138,8,1.0,9.7205875,1.0,32.17,M,prisma
438,temple073,adult,sl-AB_group_hip,3,AB,0.0016928112707348,-0.1245413471353536,0.1262341584060884,8,1.0,9.5921,1.0,32.17,M,prisma
439,temple073,adult,sl-AB_group_hip,4,AB,0.2672314547395828,-0.0905066477438772,0.3577381024834601,8,1.0,9.5993375,1.0,32.17,M,prisma
440,temple073,adult,sl-AC_age_hip,1,AC,0.0284015702995402,-0.0168366665020745,0.0452382368016148,8,1.0,9.60495,1.25,32.17,M,prisma
441,temple073,adult,sl-AC_age_hip,2,AC,0.1727924361135021,-0.0544502983519422,0.2272427344654444,8,1.0,9.7205875,1.0,32.17,M,prisma
442,temple073,adult,sl-AC_age_hip,3,AC,0.1519011672313001,-0.045571736668519,0.1974729038998192,8,1.0,9.5921,1.0,32.17,M,prisma
443,temple073,adult,sl-AC_age_hip,4,AC,-0.0168543899661615,-0.0306462278800651,0.0137918379139035,8,1.0,9.5993375,1.0,32.17,M,prisma
444,temple074,adult,sl-AB_age_gm,1,AB,0.1830597988103657,-0.0427630035337742,0.2258228023441399,8,1.0,8.76025,1.0,20.21,F,prisma
445,temple074,adult,sl-AB_age_gm,2,AB,0.2075688670277891,-0.0516082734102786,0.2591771404380678,8,1.0,8.5115125,1.0,20.21,F,prisma
446,temple074,adult,sl-AB_age_gm,3,AB,-0.1546861059710064,-0.1004488438788138,-0.0542372620921925,8,1.0,9.24125,1.125,20.21,F,prisma
447,temple074,adult,sl-AB_age_gm,4,AB,-0.0206201146579435,0.0256992999290224,-0.0463194145869659,8,1.0,8.2290625,1.0,20.21,F,prisma
448,temple074,adult,sl-AB_group_hip,1,AB,-0.0166653473236903,-0.0317858410409218,0.0151204937172315,8,1.0,8.76025,1.0,20.21,F,prisma
449,temple074,adult,sl-AB_group_hip,2,AB,0.2739483593781051,-0.1055459193898991,0.3794942787680042,8,1.0,8.5115125,1.0,20.21,F,prisma
450,temple074,adult,sl-AB_group_hip,3,AB,-0.3025967331198925,-0.1166014431089553,-0.1859952900109371,8,1.0,9.24125,1.125,20.21,F,prisma
451,temple074,adult,sl-AB_group_hip,4,AB,0.4171675308286373,0.1201236110545087,0.2970439197741286,8,1.0,8.2290625,1.0,20.21,F,prisma
452,temple074,adult,sl-AC_age_hip,1,AC,-0.0523040414810443,-0.0006447462615788,-0.0516592952194655,8,1.0,8.76025,1.0,20.21,F,prisma
453,temple074,adult,sl-AC_age_hip,2,AC,-0.1285414626643282,-0.0816282838076182,-0.0469131788567099,8,1.0,8.5115125,1.0,20.21,F,prisma
454,temple074,adult,sl-AC_age_hip,3,AC,0.1273179252237,1.6186043311542446e-05,0.1273017391803885,8,1.0,9.24125,1.125,20.21,F,prisma
455,temple074,adult,sl-AC_age_hip,4,AC,0.0316229517602993,0.0259325229270789,0.0056904288332204,8,1.0,8.2290625,1.0,20.21,F,prisma
456,temple075,adult,sl-AB_age_gm,1,AB,-0.222816500721258,-0.3333352674223214,0.1105187667010633,8,1.0,9.9730625,1.125,20.37,M,prisma
457,temple075,adult,sl-AB_age_gm,2,AB,-0.2871519101428015,-0.2183662386766938,-0.0687856714661076,8,0.75,10.1717,1.375,20.37,M,prisma
458,temple075,adult,sl-AB_age_gm,3,AB,-0.1024568275222964,-0.2983663207917498,0.1959094932694533,8,1.0,9.9526625,1.0,20.37,M,prisma
459,temple075,adult,sl-AB_age_gm,4,AB,-0.1521110829112047,-0.3124672280887064,0.1603561451775017,8,1.0,10.076825,1.125,20.37,M,prisma
460,temple075,adult,sl-AB_group_hip,1,AB,0.3836809654903324,0.209551408318116,0.1741295571722163,8,1.0,9.9730625,1.125,20.37,M,prisma
461,temple075,adult,sl-AB_group_hip,2,AB,0.0194430473215792,0.0952777754898692,-0.0758347281682899,8,0.75,10.1717,1.375,20.37,M,prisma
462,temple075,adult,sl-AB_group_hip,3,AB,-0.2247187107321765,0.0613100403806537,-0.2860287511128302,8,1.0,9.9526625,1.0,20.37,M,prisma
463,temple075,adult,sl-AB_group_hip,4,AB,0.2682544026779132,0.1354528010145591,0.132801601663354,8,1.0,10.076825,1.125,20.37,M,prisma
464,temple075,adult,sl-AC_age_hip,1,AC,-0.0075888838523998,0.0484165832596733,-0.0560054671120731,8,1.0,9.9730625,1.125,20.37,M,prisma
465,temple075,adult,sl-AC_age_hip,2,AC,-0.0322916210620128,0.1400639410547347,-0.1723555621167476,8,0.75,10.1717,1.375,20.37,M,prisma
466,temple075,adult,sl-AC_age_hip,3,AC,0.4189495109302534,0.141740098631164,0.2772094122990893,8,1.0,9.9526625,1.0,20.37,M,prisma
467,temple075,adult,sl-AC_age_hip,4,AC,0.3390206107410869,0.209635261544189,0.1293853491968979,8,1.0,10.076825,1.125,20.37,M,prisma
468,temple076,adult,sl-AB_age_gm,1,AB,0.1191007929805187,-0.034812793546447,0.1539135865269658,8,1.0,9.7057375,1.0,21.25,M,prisma
469,temple076,adult,sl-AB_age_gm,2,AB,-0.1595608422789007,-0.0491127103077986,-0.110448131971102,8,1.0,9.62385,1.0,21.25,M,prisma
470,temple076,adult,sl-AB_age_gm,3,AB,-0.0077181032983438,-0.0886726527754889,0.080954549477145,8,1.0,9.857975,1.25,21.25,M,prisma
471,temple076,adult,sl-AB_age_gm,4,AB,-0.0269564303763179,-0.0680661414647364,0.0411097110884185,8,1.0,9.5242875,1.25,21.25,M,prisma
472,temple076,adult,sl-AB_group_hip,1,AB,-0.02685865569569,0.1354832376585875,-0.1623418933542776,8,1.0,9.7057375,1.0,21.25,M,prisma
473,temple076,adult,sl-AB_group_hip,2,AB,0.2723576716681027,0.2270329149054937,0.045324756762609,8,1.0,9.62385,1.0,21.25,M,prisma
474,temple076,adult,sl-AB_group_hip,3,AB,-0.1231425169768946,0.1592077770067426,-0.2823502939836373,8,1.0,9.857975,1.25,21.25,M,prisma
475,temple076,adult,sl-AB_group_hip,4,AB,0.7972750003919749,0.176473663211213,0.6208013371807618,8,1.0,9.5242875,1.25,21.25,M,prisma
476,temple076,adult,sl-AC_age_hip,1,AC,0.0238080337658119,-0.2134174382308691,0.237225471996681,8,1.0,9.7057375,1.0,21.25,M,prisma
477,temple076,adult,sl-AC_age_hip,2,AC,-0.230375686687031,-0.2278229366968015,-0.0025527499902295,8,1.0,9.62385,1.0,21.25,M,prisma
478,temple076,adult,sl-AC_age_hip,3,AC,-0.1885217786728834,-0.2688903412399299,0.0803685625670464,8,1.0,9.857975,1.25,21.25,M,prisma
479,temple076,adult,sl-AC_age_hip,4,AC,-0.2031444655237784,-0.1891835716762719,-0.0139608938475064,8,1.0,9.5242875,1.25,21.25,M,prisma
480,temple078,child,sl-AB_age_gm,1,AB,-0.0061141912842189,0.0493956648124555,-0.0555098560966745,8,1.0,9.7301,1.125,7.79,F,prisma
481,temple078,child,sl-AB_age_gm,2,AB,-0.0487271169253231,-0.0571256743338854,0.0083985574085623,8,1.0,9.3920625,1.25,7.79,F,prisma
482,temple078,child,sl-AB_age_gm,3,AB,-0.0040400665244633,-0.0023987647879602,-0.001641301736503,8,0.875,9.4581375,1.0,7.79,F,prisma
483,temple078,child,sl-AB_age_gm,4,AB,-0.003643468374285,0.0781725851229296,-0.0818160534972147,8,0.625,10.5604375,1.0,7.79,F,prisma
484,temple078,child,sl-AB_group_hip,1,AB,0.0930250286708754,0.1430258974097581,-0.0500008687388827,8,1.0,9.7301,1.125,7.79,F,prisma
485,temple078,child,sl-AB_group_hip,2,AB,0.3058950394674672,0.1042192608463549,0.2016757786211123,8,1.0,9.3920625,1.25,7.79,F,prisma
486,temple078,child,sl-AB_group_hip,3,AB,0.0891960130968006,-0.0014628263343001,0.0906588394311007,8,0.875,9.4581375,1.0,7.79,F,prisma
487,temple078,child,sl-AB_group_hip,4,AB,-0.240574450840564,-0.0699213624940558,-0.1706530883465082,8,0.625,10.5604375,1.0,7.79,F,prisma
488,temple078,child,sl-AC_age_hip,1,AC,0.2800251071979439,0.1386691000145961,0.1413560071833478,8,1.0,9.7301,1.125,7.79,F,prisma
489,temple078,child,sl-AC_age_hip,2,AC,0.0989528754912093,0.1968955618162682,-0.0979426863250589,8,1.0,9.3920625,1.25,7.79,F,prisma
490,temple078,child,sl-AC_age_hip,3,AC,-0.0571356939472423,0.1491044643858751,-0.2062401583331175,8,0.875,9.4581375,1.0,7.79,F,prisma
491,temple078,child,sl-AC_age_hip,4,AC,-0.0676665169264849,0.1154818680805247,-0.1831483850070096,8,0.625,10.5604375,1.0,7.79,F,prisma
492,temple079,adolescent,sl-AB_age_gm,1,AB,-0.3329655279519344,-0.3173016730882476,-0.0156638548636868,8,1.0,5.178075,1.0,10.79,M,prisma
493,temple079,adolescent,sl-AB_age_gm,2,AB,-0.1069187496197105,-0.1966561996274264,0.0897374500077159,8,1.0,6.6689625,1.125,10.79,M,prisma
494,temple079,adolescent,sl-AB_age_gm,3,AB,-0.3205283381505714,-0.3416870777711283,0.0211587396205568,8,1.0,6.7284749999999995,1.375,10.79,M,prisma
495,temple079,adolescent,sl-AB_age_gm,4,AB,-0.6187583607529236,-0.2738203901662876,-0.3449379705866359,8,1.0,6.4156125,1.0,10.79,M,prisma
496,temple079,adolescent,sl-AB_group_hip,1,AB,0.1631751628968202,0.1651124215419646,-0.0019372586451444,8,1.0,5.178075,1.0,10.79,M,prisma
497,temple079,adolescent,sl-AB_group_hip,2,AB,0.3446508088929392,0.1759351725895473,0.1687156363033919,8,1.0,6.6689625,1.125,10.79,M,prisma
498,temple079,adolescent,sl-AB_group_hip,3,AB,0.1877539662454287,0.1657302808096001,0.0220236854358285,8,1.0,6.7284749999999995,1.375,10.79,M,prisma
499,temple079,adolescent,sl-AB_group_hip,4,AB,0.3138210481625676,0.2329405591156267,0.0808804890469409,8,1.0,6.4156125,1.0,10.79,M,prisma
500,temple079,adolescent,sl-AC_age_hip,1,AC,-0.1992788470954757,-0.1978890153044611,-0.0013898317910146,8,1.0,5.178075,1.0,10.79,M,prisma
501,temple079,adolescent,sl-AC_age_hip,2,AC,0.0722258952604475,-0.0585413516091825,0.1307672468696301,8,1.0,6.6689625,1.125,10.79,M,prisma
502,temple079,adolescent,sl-AC_age_hip,3,AC,0.2236622302047294,-0.0671638007914093,0.2908260309961388,8,1.0,6.7284749999999995,1.375,10.79,M,prisma
503,temple079,adolescent,sl-AC_age_hip,4,AC,0.0077906465096378,-0.044850384340035,0.0526410308496728,8,1.0,6.4156125,1.0,10.79,M,prisma
504,temple082,adolescent,sl-AB_age_gm,1,AB,-0.126304007292807,-0.1586913135373419,0.0323873062445348,8,0.5,9.880775,1.5,11.37,M,prisma
505,temple082,adolescent,sl-AB_age_gm,2,AB,0.0317758947590596,-0.1534876880751859,0.1852635828342456,8,0.75,10.1142375,1.25,11.37,M,prisma
506,temple082,adolescent,sl-AB_age_gm,3,AB,-0.1869273696781831,-0.0992244133878802,-0.0877029562903028,8,0.25,9.881375,1.375,11.37,M,prisma
507,temple082,adolescent,sl-AB_age_gm,4,AB,-0.084387208151555,-0.0337924013557496,-0.0505948067958053,8,0.25,11.202675,1.625,11.37,M,prisma
508,temple082,adolescent,sl-AB_group_hip,1,AB,0.2559566781100109,0.0444299481566332,0.2115267299533776,8,0.5,9.880775,1.5,11.37,M,prisma
509,temple082,adolescent,sl-AB_group_hip,2,AB,-0.3996578585251326,-0.060575042248519,-0.3390828162766136,8,0.75,10.1142375,1.25,11.37,M,prisma
510,temple082,adolescent,sl-AB_group_hip,3,AB,-0.0359347835319055,0.1205254672683135,-0.1564602508002191,8,0.25,9.881375,1.375,11.37,M,prisma
511,temple082,adolescent,sl-AB_group_hip,4,AB,-0.0666885348895067,0.0024616153939638,-0.0691501502834705,8,0.25,11.202675,1.625,11.37,M,prisma
512,temple082,adolescent,sl-AC_age_hip,1,AC,-0.2041003451529063,0.0082805714027412,-0.2123809165556476,8,0.5,9.880775,1.5,11.37,M,prisma
513,temple082,adolescent,sl-AC_age_hip,2,AC,-0.1197756033984869,0.0444749532532519,-0.1642505566517389,8,0.75,10.1142375,1.25,11.37,M,prisma
514,temple082,adolescent,sl-AC_age_hip,3,AC,-0.2372351255683641,0.0604623809650684,-0.2976975065334326,8,0.25,9.881375,1.375,11.37,M,prisma
515,temple082,adolescent,sl-AC_age_hip,4,AC,0.2481453121205194,-0.0222476909285993,0.2703930030491188,8,0.25,11.202675,1.625,11.37,M,prisma
516,temple083,adolescent,sl-AB_age_gm,1,AB,-0.2814664589629465,-0.3812392699206386,0.0997728109576921,8,1.0,8.6368875,1.0,12.89,M,prisma
