,subject,triplet,trials,triplet_accuracy,avg_RT,avg_repetitions,age,accuracy,age_demeaned,acc_demeaned,sex,scanner,age_group
257,temple109,2,8,0.625,8.8902,1.0,11.76,0.90625,-2.62,0.13819,F,prisma,10-12 years
258,temple109,3,8,1.0,8.327987499999999,1.0,11.76,0.90625,-2.62,0.13819,F,prisma,10-12 years
259,temple109,4,8,1.0,8.5417875,1.0,11.76,0.90625,-2.62,0.13819,F,prisma,10-12 years
260,temple110,1,8,1.0,9.6922625,1.0,12.74,1.0,-1.64,0.23194,F,prisma,10-12 years
261,temple110,2,8,1.0,8.6125375,1.0,12.74,1.0,-1.64,0.23194,F,prisma,10-12 years
262,temple110,3,8,1.0,9.24865,1.125,12.74,1.0,-1.64,0.23194,F,prisma,10-12 years
263,temple110,4,8,1.0,9.5751125,1.0,12.74,1.0,-1.64,0.23194,F,prisma,10-12 years
264,temple111,1,8,1.0,6.0127875,1.0,12.29,1.0,-2.09,0.23194,F,prisma,10-12 years
265,temple111,2,8,1.0,7.5159125,1.0,12.29,1.0,-2.09,0.23194,F,prisma,10-12 years
266,temple111,3,8,1.0,7.1457375,1.0,12.29,1.0,-2.09,0.23194,F,prisma,10-12 years
267,temple111,4,8,1.0,5.7194875,1.0,12.29,1.0,-2.09,0.23194,F,prisma,10-12 years
268,temple112,1,8,0.375,9.5961875,1.0,10.3,0.6875,-4.08,-0.08056,M,prisma,10-12 years
269,temple112,2,8,0.625,9.3727125,1.0,10.3,0.6875,-4.08,-0.08056,M,prisma,10-12 years
270,temple112,3,8,1.0,9.5556875,1.125,10.3,0.6875,-4.08,-0.08056,M,prisma,10-12 years
271,temple112,4,8,0.75,9.945575,1.0,10.3,0.6875,-4.08,-0.08056,M,prisma,10-12 years
272,temple113,1,8,0.875,8.4925,1.0,9.91,0.75,-4.47,-0.01806,M,prisma,7-9 years
273,temple113,2,8,0.625,8.1459625,1.25,9.91,0.75,-4.47,-0.01806,M,prisma,7-9 years
274,temple113,3,8,1.0,9.206975,1.0,9.91,0.75,-4.47,-0.01806,M,prisma,7-9 years
275,temple113,4,8,0.5,10.425625,1.0,9.91,0.75,-4.47,-0.01806,M,prisma,7-9 years
276,temple114,1,8,1.0,9.0418375,1.0,8.8,0.9375,-5.58,0.16944,F,prisma,7-9 years
277,temple114,2,8,0.875,7.9062875,1.125,8.8,0.9375,-5.58,0.16944,F,prisma,7-9 years
278,temple114,3,8,0.875,9.0693875,1.25,8.8,0.9375,-5.58,0.16944,F,prisma,7-9 years
279,temple114,4,8,1.0,8.8912125,1.375,8.8,0.9375,-5.58,0.16944,F,prisma,7-9 years
280,temple115,1,8,0.5,11.421925,1.25,7.33,0.53125,-7.05,-0.23681,F,prisma,7-9 years
281,temple115,2,8,0.5,8.9694375,1.0,7.33,0.53125,-7.05,-0.23681,F,prisma,7-9 years
282,temple115,3,8,0.625,10.8877125,1.125,7.33,0.53125,-7.05,-0.23681,F,prisma,7-9 years
283,temple115,4,8,0.5,9.9029375,1.0,7.33,0.53125,-7.05,-0.23681,F,prisma,7-9 years
284,temple116,1,8,0.25,10.349775,1.0,7.16,0.34375,-7.22,-0.42431,F,prisma,7-9 years
285,temple116,2,8,0.25,9.029625,1.125,7.16,0.34375,-7.22,-0.42431,F,prisma,7-9 years
286,temple116,3,8,0.625,9.6131875,1.0,7.16,0.34375,-7.22,-0.42431,F,prisma,7-9 years
287,temple116,4,8,0.25,11.44795,1.0,7.16,0.34375,-7.22,-0.42431,F,prisma,7-9 years
288,temple117,1,8,1.0,7.7528,1.0,10.65,0.96875,-3.73,0.20069,F,prisma,10-12 years
289,temple117,2,8,1.0,7.788025,1.125,10.65,0.96875,-3.73,0.20069,F,prisma,10-12 years
290,temple117,3,8,1.0,7.2959,1.0,10.65,0.96875,-3.73,0.20069,F,prisma,10-12 years
291,temple117,4,8,0.875,8.0104875,1.0,10.65,0.96875,-3.73,0.20069,F,prisma,10-12 years
292,temple119,1,8,1.0,7.066525,1.0,22.16,1.0,7.78,0.23194,M,prisma,adults
293,temple119,2,8,1.0,6.989675,1.125,22.16,1.0,7.78,0.23194,M,prisma,adults
294,temple119,3,8,1.0,5.6258875,1.0,22.16,1.0,7.78,0.23194,M,prisma,adults
295,temple119,4,8,1.0,6.7469375,1.0,22.16,1.0,7.78,0.23194,M,prisma,adults
296,temple120,1,8,1.0,9.47485,1.0,20.65,1.0,6.27,0.23194,M,prisma,adults
297,temple120,2,8,1.0,11.0934,1.0,20.65,1.0,6.27,0.23194,M,prisma,adults
298,temple120,3,8,1.0,9.4369625,1.0,20.65,1.0,6.27,0.23194,M,prisma,adults
299,temple120,4,8,1.0,9.4106875,1.0,20.65,1.0,6.27,0.23194,M,prisma,adults
300,temple121,1,8,1.0,8.1707375,1.125,10.94,1.0,-3.44,0.23194,M,prisma,10-12 years
301,temple121,2,8,1.0,7.150675,1.0,10.94,1.0,-3.44,0.23194,M,prisma,10-12 years
302,temple121,3,8,1.0,6.847175,1.125,10.94,1.0,-3.44,0.23194,M,prisma,10-12 years
303,temple121,4,8,1.0,7.6767125,1.25,10.94,1.0,-3.44,0.23194,M,prisma,10-12 years
304,temple122,1,8,0.5,12.563075,2.0,8.49,0.6875,-5.89,-0.08056,F,prisma,7-9 years
305,temple122,2,8,0.875,13.5183,1.5,8.49,0.6875,-5.89,-0.08056,F,prisma,7-9 years
306,temple122,3,8,0.375,13.537975,1.625,8.49,0.6875,-5.89,-0.08056,F,prisma,7-9 years
307,temple122,4,8,1.0,9.443325,1.125,8.49,0.6875,-5.89,-0.08056,F,prisma,7-9 years
308,temple123,1,8,0.875,9.8565625,1.125,19.3,0.90625,4.92,0.13819,M,prisma,adults
309,temple123,2,8,0.875,9.6619875,1.0,19.3,0.90625,4.92,0.13819,M,prisma,adults
310,temple123,3,8,1.0,9.75665,1.0,19.3,0.90625,4.92,0.13819,M,prisma,adults
311,temple123,4,8,0.875,9.7414375,1.0,19.3,0.90625,4.92,0.13819,M,prisma,adults
312,temple124,1,8,1.0,9.6534,1.0,20.35,1.0,5.97,0.23194,M,prisma,adults
313,temple124,2,8,1.0,9.8926,1.125,20.35,1.0,5.97,0.23194,M,prisma,adults
314,temple124,3,8,1.0,9.5456875,1.0,20.35,1.0,5.97,0.23194,M,prisma,adults
315,temple124,4,8,1.0,9.6234125,1.0,20.35,1.0,5.97,0.23194,M,prisma,adults
316,temple125,1,8,0.125,9.14755,1.25,8.75,0.3125,-5.63,-0.45556,F,prisma,7-9 years
317,temple125,2,8,0.125,8.9839,1.5,8.75,0.3125,-5.63,-0.45556,F,prisma,7-9 years
318,temple125,3,8,0.5,9.011975,1.125,8.75,0.3125,-5.63,-0.45556,F,prisma,7-9 years
319,temple125,4,8,0.5,9.29195,1.0,8.75,0.3125,-5.63,-0.45556,F,prisma,7-9 years
320,temple126,1,8,0.75,8.69095,1.0,10.2,0.5625,-4.18,-0.20556,M,prisma,10-12 years
321,temple126,2,8,0.625,9.0371875,1.125,10.2,0.5625,-4.18,-0.20556,M,prisma,10-12 years
322,temple126,3,8,0.5,8.683675000000001,1.0,10.2,0.5625,-4.18,-0.20556,M,prisma,10-12 years
323,temple126,4,8,0.375,9.0310625,1.0,10.2,0.5625,-4.18,-0.20556,M,prisma,10-12 years
324,temple127,1,8,0.875,5.8527875,1.125,8.08,0.6875,-6.3,-0.08056,F,prisma,7-9 years
325,temple127,2,8,0.75,5.2967125,1.0,8.08,0.6875,-6.3,-0.08056,F,prisma,7-9 years
326,temple127,3,8,0.875,4.2833375,1.0,8.08,0.6875,-6.3,-0.08056,F,prisma,7-9 years
327,temple127,4,8,0.25,4.3022125,1.0,8.08,0.6875,-6.3,-0.08056,F,prisma,7-9 years
328,temple128,1,8,1.0,9.8217875,1.0,10.7,1.0,-3.68,0.23194,F,prisma,10-12 years
329,temple128,2,8,1.0,9.4812375,1.0,10.7,1.0,-3.68,0.23194,F,prisma,10-12 years
330,temple128,3,8,1.0,9.626775,1.125,10.7,1.0,-3.68,0.23194,F,prisma,10-12 years
331,temple128,4,8,1.0,10.2296,1.0,10.7,1.0,-3.68,0.23194,F,prisma,10-12 years
332,temple129,1,8,0.625,10.17265,1.0,9.09,0.71875,-5.29,-0.04931,F,prisma,7-9 years
333,temple129,2,8,0.625,8.9708875,1.0,9.09,0.71875,-5.29,-0.04931,F,prisma,7-9 years
334,temple129,3,8,0.625,9.0017125,1.0,9.09,0.71875,-5.29,-0.04931,F,prisma,7-9 years
335,temple129,4,8,1.0,8.5875625,1.0,9.09,0.71875,-5.29,-0.04931,F,prisma,7-9 years
336,temple130,1,8,0.5,8.3498375,1.0,8.04,0.34375,-6.34,-0.42431,F,prisma,7-9 years
337,temple130,2,8,0.25,7.89975,1.0,8.04,0.34375,-6.34,-0.42431,F,prisma,7-9 years
338,temple130,3,8,0.375,7.5874,1.25,8.04,0.34375,-6.34,-0.42431,F,prisma,7-9 years
339,temple130,4,8,0.25,8.3564875,1.25,8.04,0.34375,-6.34,-0.42431,F,prisma,7-9 years
340,temple131,1,8,1.0,9.1061,1.25,12.42,0.96875,-1.96,0.20069,M,prisma,10-12 years
341,temple131,2,8,0.875,9.043675,1.125,12.42,0.96875,-1.96,0.20069,M,prisma,10-12 years
342,temple131,3,8,1.0,8.8511,1.0,12.42,0.96875,-1.96,0.20069,M,prisma,10-12 years
343,temple131,4,8,1.0,10.2194,1.625,12.42,0.96875,-1.96,0.20069,M,prisma,10-12 years
344,temple132,1,8,0.625,8.846225,1.0,9.22,0.5625,-5.16,-0.20556,F,prisma,7-9 years
345,temple132,2,8,0.375,9.8962375,1.0,9.22,0.5625,-5.16,-0.20556,F,prisma,7-9 years
346,temple132,3,8,0.875,8.787025,1.0,9.22,0.5625,-5.16,-0.20556,F,prisma,7-9 years
347,temple132,4,8,0.375,8.909324999999999,1.0,9.22,0.5625,-5.16,-0.20556,F,prisma,7-9 years
348,temple133,1,8,0.625,10.219575,1.375,7.18,0.71875,-7.2,-0.04931,F,prisma,7-9 years
349,temple133,2,8,0.625,9.265925,1.25,7.18,0.71875,-7.2,-0.04931,F,prisma,7-9 years
350,temple133,3,8,0.875,12.6747375,1.5,7.18,0.71875,-7.2,-0.04931,F,prisma,7-9 years
351,temple133,4,8,0.75,9.7363125,1.5,7.18,0.71875,-7.2,-0.04931,F,prisma,7-9 years
352,temple135,1,8,0.25,10.685975,1.125,7.09,0.4375,-7.29,-0.33056,F,prisma,7-9 years
353,temple135,2,8,0.625,12.0929125,1.0,7.09,0.4375,-7.29,-0.33056,F,prisma,7-9 years
354,temple135,3,8,0.125,12.6028125,1.125,7.09,0.4375,-7.29,-0.33056,F,prisma,7-9 years
355,temple135,4,8,0.75,12.6771875,1.375,7.09,0.4375,-7.29,-0.33056,F,prisma,7-9 years
356,temple136,1,8,0.5,10.7471625,1.125,7.25,0.46875,-7.13,-0.29931,M,prisma,7-9 years
357,temple136,2,8,0.375,10.0951125,1.0,7.25,0.46875,-7.13,-0.29931,M,prisma,7-9 years
358,temple136,3,8,0.625,11.0535875,1.125,7.25,0.46875,-7.13,-0.29931,M,prisma,7-9 years
359,temple136,4,8,0.375,10.902525,1.5,7.25,0.46875,-7.13,-0.29931,M,prisma,7-9 years
